Clients: 5
Interval time [s], Throughput [ops/s]: 1.0017929, 4318.258
Interval time [s], Throughput [ops/s]: 1.0028833, 4063.2842
Interval time [s], Throughput [ops/s]: 0.3586023, 4458.979
Average response time:0.23410349
-----
Total time [s], Throughput [ops/s]: 2.3632786, 4231.4097
Response time percentiles [ms]: 
1,0.134917
2,0.14
3,0.143022
4,0.146112
5,0.149214
6,0.151843
7,0.153657
8,0.155882
9,0.157588
10,0.159435
11,0.160992
12,0.162547
13,0.164019
14,0.165272
15,0.166645
16,0.167779
17,0.169266
18,0.17051
19,0.17173
20,0.173077
21,0.174156
22,0.175354
23,0.176279
24,0.17748
25,0.178566
26,0.179718
27,0.180631
28,0.18164
29,0.182653
30,0.183576
31,0.184702
32,0.185686
33,0.186605
34,0.187666
35,0.188573
36,0.18949
37,0.190565
38,0.191775
39,0.192746
40,0.19364
41,0.194557
42,0.195516
43,0.196462
44,0.197297
45,0.198285
46,0.199218
47,0.200458
48,0.201396
49,0.202359
50,0.203294
51,0.204373
52,0.205408
53,0.206438
54,0.207343
55,0.208466
56,0.209458
57,0.210546
58,0.211664
59,0.212556
60,0.213708
61,0.21494
62,0.216196
63,0.217362
64,0.218351
65,0.219739
66,0.220923
67,0.222303
68,0.223368
69,0.224769
70,0.226295
71,0.227778
72,0.229124
73,0.230706
74,0.232231
75,0.233919
76,0.235703
77,0.237111
78,0.239034
79,0.240774
80,0.243072
81,0.245409
82,0.24812
83,0.250907
84,0.253833
85,0.257553
86,0.261303
87,0.265966
88,0.270699
89,0.276274
90,0.283016
91,0.291894
92,0.301403
93,0.314581
94,0.326141
95,0.340276
96,0.355841
97,0.377485
98,0.425715
99,0.649211
100,9.389936
