Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

shutting down
20 cleaning:0.001061258
20 serializing:0.194741
20 receiving:3.112711
20 wordCount:0.002882965
21 cleaning:0.001073474
21 serializing:0.19637
21 receiving:3.148038
21 wordCount:0.00292193
22 cleaning:0.001081107
22 serializing:0.19827
22 receiving:3.175484
22 wordCount:0.002946978
23 cleaning:0.001101555
23 serializing:0.199783
23 receiving:3.204873
23 wordCount:0.002973837
24 cleaning:0.001114141
24 serializing:0.201268
24 receiving:3.231786
24 wordCount:0.0030004
25 cleaning:0.001122793
25 serializing:0.20299
25 receiving:3.269416
25 wordCount:0.003030051
26 cleaning:0.001130224
26 serializing:0.204228
26 receiving:3.294991
26 wordCount:0.003059536
27 cleaning:0.001143211
27 serializing:0.205618
27 receiving:3.314476
27 wordCount:0.003082851
28 cleaning:0.001154754
28 serializing:0.206816
28 receiving:3.338749
28 wordCount:0.003100868
29 cleaning:0.001159221
29 serializing:0.208224
29 receiving:3.365394
29 wordCount:0.00312
30 cleaning:0.001164262
30 serializing:0.209662
30 receiving:3.398118
30 wordCount:0.003143011
31 cleaning:0.001168569
31 serializing:0.21097
31 receiving:3.425728
31 wordCount:0.003170423
32 cleaning:0.001175226
32 serializing:0.212259
32 receiving:3.454728
32 wordCount:0.003205502
33 cleaning:0.001181091
33 serializing:0.213403
33 receiving:3.482127
33 wordCount:0.003230977
34 cleaning:0.001192347
34 serializing:0.214896
34 receiving:3.510984
34 wordCount:0.003260113
35 cleaning:0.001203485
35 serializing:0.216669
35 receiving:3.543094
35 wordCount:0.003292538
36 cleaning:0.001211897
36 serializing:0.218361
36 receiving:3.571884
36 wordCount:0.003316392
37 cleaning:0.00121934
37 serializing:0.2199
37 receiving:3.599392
37 wordCount:0.003347231
38 cleaning:0.001228481
38 serializing:0.221529
38 receiving:3.627957
38 wordCount:0.003381261
39 cleaning:0.001242673
39 serializing:0.223079
39 receiving:3.66904
39 wordCount:0.003422706
40 cleaning:0.001255998
40 serializing:0.225064
40 receiving:3.70485
40 wordCount:0.003466222
41 cleaning:0.001265359
41 serializing:0.227416
41 receiving:3.742548
41 wordCount:0.003496064
42 cleaning:0.001275715
42 serializing:0.229606
42 receiving:3.776741
42 wordCount:0.003525788
43 cleaning:0.001289665
43 serializing:0.232327
43 receiving:3.817073
43 wordCount:0.003555368
44 cleaning:0.001311121
44 serializing:0.234807
44 receiving:3.852298
44 wordCount:0.003597023
45 cleaning:0.0013224
45 serializing:0.237401
45 receiving:3.8994
45 wordCount:0.003643279
46 cleaning:0.001335704
46 serializing:0.239702
46 receiving:3.932993
46 wordCount:0.003677912
47 cleaning:0.001351695
47 serializing:0.242207
47 receiving:3.972397
47 wordCount:0.003712207
48 cleaning:0.001368952
48 serializing:0.244461
48 receiving:4.019433
48 wordCount:0.003746672
49 cleaning:0.001382066
49 serializing:0.246825
49 receiving:4.069206
49 wordCount:0.003795332
50 cleaning:0.001393855
50 serializing:0.249238
50 receiving:4.100947
50 wordCount:0.003836735
51 cleaning:0.001410682
51 serializing:0.251666
51 receiving:4.138125
51 wordCount:0.003874494
52 cleaning:0.00142823
52 serializing:0.253995
52 receiving:4.171481
52 wordCount:0.003906871
53 cleaning:0.001445083
53 serializing:0.256366
53 receiving:4.209921
53 wordCount:0.003947761
54 cleaning:0.001457903
54 serializing:0.258436
54 receiving:4.248632
54 wordCount:0.003987265
55 cleaning:0.001472595
55 serializing:0.261153
55 receiving:4.288484
55 wordCount:0.00401921
56 cleaning:0.001487098
56 serializing:0.263376
56 receiving:4.326514
56 wordCount:0.004046858
57 cleaning:0.001507884
57 serializing:0.265756
57 receiving:4.356343
57 wordCount:0.004074366
58 cleaning:0.001524263
58 serializing:0.268272
58 receiving:4.383202
58 wordCount:0.004104831
59 cleaning:0.001532921
59 serializing:0.271281
59 receiving:4.413058
59 wordCount:0.004132223
60 cleaning:0.001542066
60 serializing:0.273988
60 receiving:4.446149
60 wordCount:0.004163538
61 cleaning:0.001555524
61 serializing:0.277905
61 receiving:4.479616
61 wordCount:0.004201039
62 cleaning:0.001573958
62 serializing:0.28165
62 receiving:4.517416
62 wordCount:0.004236128
63 cleaning:0.001590962
63 serializing:0.285882
63 receiving:4.563547
63 wordCount:0.004273766
64 cleaning:0.001610082
64 serializing:0.290709
64 receiving:4.608169
64 wordCount:0.004311653
65 cleaning:0.001627219
65 serializing:0.295026
65 receiving:4.652676
65 wordCount:0.004356377
66 cleaning:0.001644646
66 serializing:0.299145
66 receiving:4.69975
66 wordCount:0.004399868
67 cleaning:0.001662998
67 serializing:0.304012
67 receiving:4.739599
67 wordCount:0.004446531
68 cleaning:0.001684955
68 serializing:0.30831
68 receiving:4.796724
68 wordCount:0.004503042
69 cleaning:0.001705339
69 serializing:0.311962
69 receiving:4.855721
69 wordCount:0.004549959
70 cleaning:0.001731389
70 serializing:0.315908
70 receiving:4.909205
70 wordCount:0.004606435
71 cleaning:0.001758276
71 serializing:0.320016
71 receiving:4.975749
71 wordCount:0.004662143
72 cleaning:0.001780851
72 serializing:0.324389
72 receiving:5.037977
72 wordCount:0.004713081
73 cleaning:0.001801711
73 serializing:0.328921
73 receiving:5.103467
73 wordCount:0.004778797
74 cleaning:0.001819291
74 serializing:0.333573
74 receiving:5.171464
74 wordCount:0.004834143
75 cleaning:0.001839887
75 serializing:0.338875
75 receiving:5.2428
75 wordCount:0.00491268
76 cleaning:0.001861796
76 serializing:0.346182
76 receiving:5.324099
76 wordCount:0.004982186
77 cleaning:0.001882394
77 serializing:0.353276
77 receiving:5.386698
77 wordCount:0.005041935
78 cleaning:0.001906174
78 serializing:0.361917
78 receiving:5.475368
78 wordCount:0.005109865
79 cleaning:0.001924491
79 serializing:0.370926
79 receiving:5.557752
79 wordCount:0.005199633
80 cleaning:0.001954414
80 serializing:0.381645
80 receiving:5.667608
80 wordCount:0.005307442
81 cleaning:0.001986349
81 serializing:0.393115
81 receiving:5.825369
81 wordCount:0.005424292
82 cleaning:0.002036189
82 serializing:0.409705
82 receiving:6.0039
82 wordCount:0.005575806
83 cleaning:0.002100477
83 serializing:0.428525
83 receiving:6.18971
83 wordCount:0.005751696
84 cleaning:0.002170105
84 serializing:0.445236
84 receiving:6.367835
84 wordCount:0.005969369
85 cleaning:0.00224775
85 serializing:0.480215
85 receiving:6.688158
85 wordCount:0.006198238
86 cleaning:0.002398794
86 serializing:0.533366
86 receiving:6.878282
86 wordCount:0.006464318
87 cleaning:0.002449535
87 serializing:0.61457
87 receiving:7.393617
87 wordCount:0.00677052
88 cleaning:0.002651335
88 serializing:0.639762
88 receiving:8.449891
88 wordCount:0.007752431
89 cleaning:0.003308261
89 serializing:0.647693
89 receiving:9.784687
89 wordCount:0.009018322
90 cleaning:0.003634437
90 serializing:0.655209
90 receiving:10.234564
90 wordCount:0.009668049
91 cleaning:0.003655099
91 serializing:0.662687
91 receiving:10.303846
91 wordCount:0.00973836
92 cleaning:0.003676484
92 serializing:0.673022
92 receiving:10.37536
92 wordCount:0.009789525
93 cleaning:0.003701327
93 serializing:0.691118
93 receiving:10.48258
93 wordCount:0.009873558
94 cleaning:0.003735482
94 serializing:0.750565
94 receiving:10.605921
94 wordCount:0.009982396
95 cleaning:0.003802669
95 serializing:0.859542
95 receiving:10.908237
95 wordCount:0.010269134
96 cleaning:0.003914585
96 serializing:0.960877
96 receiving:11.485861
96 wordCount:0.010839798
97 cleaning:0.004295694
97 serializing:1.042498
97 receiving:12.673551
97 wordCount:0.011915532
98 cleaning:0.005213101
98 serializing:1.383143
98 receiving:14.619306
98 wordCount:0.013842962
99 cleaning:0.005810983
99 serializing:2.334458
99 receiving:17.602648
99 wordCount:0.016422143
100 cleaning:0.18914407
100 serializing:31.66908
100 receiving:211.35115
100 wordCount:0.19416937
Receiving times: 1.51332768E8 with average:5.003067
Serializing sum: 1.0392105E7 with average:0.34356338
WordCount sum: 140681.14 with average:0.004650924
Cleantime Sum: 50231.24 with average:0.0016606466
