Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

shutting down
19 serializing:0.337701
19 receiving:2.054296
19 wordCount:0.001894726
20 cleaning:5.68583E-4
20 serializing:0.339159
20 receiving:2.060902
20 wordCount:0.001897776
21 cleaning:5.69255E-4
21 serializing:0.34023
21 receiving:2.066034
21 wordCount:0.001900534
22 cleaning:5.70017E-4
22 serializing:0.34123
22 receiving:2.07138
22 wordCount:0.001903544
23 cleaning:5.70766E-4
23 serializing:0.342353
23 receiving:2.075523
23 wordCount:0.001906139
24 cleaning:5.7142E-4
24 serializing:0.343256
24 receiving:2.079366
24 wordCount:0.001908446
25 cleaning:5.72129E-4
25 serializing:0.344179
25 receiving:2.083012
25 wordCount:0.001910719
26 cleaning:5.72698E-4
26 serializing:0.345029
26 receiving:2.086334
26 wordCount:0.001913027
27 cleaning:5.73252E-4
27 serializing:0.345728
27 receiving:2.089542
27 wordCount:0.001915016
28 cleaning:5.73783E-4
28 serializing:0.346515
28 receiving:2.093282
28 wordCount:0.001916858
29 cleaning:5.74421E-4
29 serializing:0.347282
29 receiving:2.09628
29 wordCount:0.001918911
30 cleaning:5.74768E-4
30 serializing:0.348
30 receiving:2.099345
30 wordCount:0.001920899
31 cleaning:5.75238E-4
31 serializing:0.348587
31 receiving:2.102699
31 wordCount:0.001923001
32 cleaning:5.75726E-4
32 serializing:0.34913
32 receiving:2.105717
32 wordCount:0.001925149
33 cleaning:5.76154E-4
33 serializing:0.349659
33 receiving:2.108661
33 wordCount:0.001927076
34 cleaning:5.76568E-4
34 serializing:0.350372
34 receiving:2.111167
34 wordCount:0.001928873
35 cleaning:5.76928E-4
35 serializing:0.351063
35 receiving:2.113808
35 wordCount:0.001930799
36 cleaning:5.7728E-4
36 serializing:0.351644
36 receiving:2.116167
36 wordCount:0.001932977
37 cleaning:5.77681E-4
37 serializing:0.352224
37 receiving:2.118838
37 wordCount:0.001935414
38 cleaning:5.78074E-4
38 serializing:0.352929
38 receiving:2.121756
38 wordCount:0.001937391
39 cleaning:5.78381E-4
39 serializing:0.353605
39 receiving:2.123861
39 wordCount:0.001939642
40 cleaning:5.78714E-4
40 serializing:0.354245
40 receiving:2.126735
40 wordCount:0.001941825
41 cleaning:5.79108E-4
41 serializing:0.354955
41 receiving:2.129701
41 wordCount:0.001944242
42 cleaning:5.79446E-4
42 serializing:0.355622
42 receiving:2.132098
42 wordCount:0.001946458
43 cleaning:5.79765E-4
43 serializing:0.356304
43 receiving:2.134763
43 wordCount:0.001948962
44 cleaning:5.80141E-4
44 serializing:0.356911
44 receiving:2.137439
44 wordCount:0.00195123
45 cleaning:5.80406E-4
45 serializing:0.357461
45 receiving:2.140473
45 wordCount:0.001953938
46 cleaning:5.80804E-4
46 serializing:0.358216
46 receiving:2.143226
46 wordCount:0.001956588
47 cleaning:5.81167E-4
47 serializing:0.358915
47 receiving:2.145947
47 wordCount:0.001959052
48 cleaning:5.81527E-4
48 serializing:0.359511
48 receiving:2.14913
48 wordCount:0.001961571
49 cleaning:5.81859E-4
49 serializing:0.360029
49 receiving:2.152455
49 wordCount:0.001964084
50 cleaning:5.8222E-4
50 serializing:0.36075
50 receiving:2.155144
50 wordCount:0.001966965
51 cleaning:5.82593E-4
51 serializing:0.36145
51 receiving:2.158001
51 wordCount:0.001969788
52 cleaning:5.82922E-4
52 serializing:0.362208
52 receiving:2.161182
52 wordCount:0.001972959
53 cleaning:5.8325E-4
53 serializing:0.362792
53 receiving:2.164365
53 wordCount:0.001976639
54 cleaning:5.83665E-4
54 serializing:0.363513
54 receiving:2.167849
54 wordCount:0.001980422
55 cleaning:5.84105E-4
55 serializing:0.364224
55 receiving:2.170719
55 wordCount:0.001983768
56 cleaning:5.84503E-4
56 serializing:0.364841
56 receiving:2.173921
56 wordCount:0.001987613
57 cleaning:5.84895E-4
57 serializing:0.365466
57 receiving:2.177143
57 wordCount:0.001991095
58 cleaning:5.85318E-4
58 serializing:0.366217
58 receiving:2.180796
58 wordCount:0.001994825
59 cleaning:5.85699E-4
59 serializing:0.367222
59 receiving:2.18459
59 wordCount:0.001998146
60 cleaning:5.86093E-4
60 serializing:0.36802
60 receiving:2.187335
60 wordCount:0.002001398
61 cleaning:5.86473E-4
61 serializing:0.368928
61 receiving:2.191299
61 wordCount:0.002004905
62 cleaning:5.86934E-4
62 serializing:0.369926
62 receiving:2.195155
62 wordCount:0.002007992
63 cleaning:5.87375E-4
63 serializing:0.370825
63 receiving:2.198877
63 wordCount:0.002011194
64 cleaning:5.87943E-4
64 serializing:0.371949
64 receiving:2.202777
64 wordCount:0.002014186
65 cleaning:5.88557E-4
65 serializing:0.373087
65 receiving:2.207053
65 wordCount:0.002017848
66 cleaning:5.89042E-4
66 serializing:0.374429
66 receiving:2.210846
66 wordCount:0.002021124
67 cleaning:5.89606E-4
67 serializing:0.375739
67 receiving:2.216838
67 wordCount:0.002024892
68 cleaning:5.90416E-4
68 serializing:0.377049
68 receiving:2.222909
68 wordCount:0.002029
69 cleaning:5.91048E-4
69 serializing:0.378539
69 receiving:2.227901
69 wordCount:0.002032676
70 cleaning:5.91842E-4
70 serializing:0.380064
70 receiving:2.234617
70 wordCount:0.002036897
71 cleaning:5.92741E-4
71 serializing:0.381416
71 receiving:2.240899
71 wordCount:0.002041799
72 cleaning:5.93655E-4
72 serializing:0.383112
72 receiving:2.246354
72 wordCount:0.002047109
73 cleaning:5.94822E-4
73 serializing:0.384928
73 receiving:2.251394
73 wordCount:0.002054231
74 cleaning:5.96241E-4
74 serializing:0.387138
74 receiving:2.258941
74 wordCount:0.002061246
75 cleaning:5.98002E-4
75 serializing:0.390171
75 receiving:2.268012
75 wordCount:0.002070781
76 cleaning:6.00205E-4
76 serializing:0.393174
76 receiving:2.280544
76 wordCount:0.002084573
77 cleaning:6.02266E-4
77 serializing:0.395845
77 receiving:2.292579
77 wordCount:0.002097632
78 cleaning:6.04584E-4
78 serializing:0.400562
78 receiving:2.310695
78 wordCount:0.002113151
79 cleaning:6.07506E-4
79 serializing:0.405093
79 receiving:2.330485
79 wordCount:0.00213616
80 cleaning:6.11145E-4
80 serializing:0.412828
80 receiving:2.355387
80 wordCount:0.002158189
81 cleaning:6.1531E-4
81 serializing:0.423469
81 receiving:2.38798
81 wordCount:0.00219096
82 cleaning:6.21605E-4
82 serializing:0.435485
82 receiving:2.439899
82 wordCount:0.002238155
83 cleaning:6.33897E-4
83 serializing:0.446597
83 receiving:2.513417
83 wordCount:0.002296058
84 cleaning:6.49159E-4
84 serializing:0.456162
84 receiving:2.627728
84 wordCount:0.002398452
85 cleaning:6.80512E-4
85 serializing:0.464522
85 receiving:2.75802
85 wordCount:0.002539004
86 cleaning:7.37921E-4
86 serializing:0.475018
86 receiving:2.868
86 wordCount:0.002646864
87 cleaning:7.96223E-4
87 serializing:0.483516
87 receiving:2.921908
87 wordCount:0.002751224
88 cleaning:8.26683E-4
88 serializing:0.4923
88 receiving:2.970841
88 wordCount:0.002804748
89 cleaning:8.4502E-4
89 serializing:0.497595
89 receiving:2.998044
89 wordCount:0.002845701
90 cleaning:8.56254E-4
90 serializing:0.503335
90 receiving:3.025628
90 wordCount:0.002869338
91 cleaning:8.63896E-4
91 serializing:0.509024
91 receiving:3.049552
91 wordCount:0.00288891
92 cleaning:8.70441E-4
92 serializing:0.51602
92 receiving:3.07391
92 wordCount:0.002907667
93 cleaning:8.77224E-4
93 serializing:0.52086
93 receiving:3.104829
93 wordCount:0.00293332
94 cleaning:8.85767E-4
94 serializing:0.526708
94 receiving:3.137858
94 wordCount:0.002961732
95 cleaning:8.93952E-4
95 serializing:0.534665
95 receiving:3.183031
95 wordCount:0.002997404
96 cleaning:9.01304E-4
96 serializing:0.543745
96 receiving:3.234488
96 wordCount:0.003043934
97 cleaning:9.10583E-4
97 serializing:0.559404
97 receiving:3.347184
97 wordCount:0.003100774
98 cleaning:9.19433E-4
98 serializing:0.60469
98 receiving:4.461561
98 wordCount:0.004085966
99 cleaning:9.44483E-4
99 serializing:1.044813
99 receiving:6.316514
99 wordCount:0.005669034
100 cleaning:0.023054717
100 serializing:34.707977
100 receiving:59.06032
100 wordCount:0.057482384
Receiving times: 3.6509252E7 with average:2.2795486
Serializing sum: 6796403.0 with average:0.42435083
WordCount sum: 33323.977 with average:0.0020806678
Cleantime Sum: 9843.956 with average:6.146326E-4
