Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

shutting down
19 wordCount:0.003153377
20 cleaning:0.001153991
20 serializing:0.31589
20 receiving:3.504107
20 wordCount:0.003267508
21 cleaning:0.00119662
21 serializing:0.319528
21 receiving:3.546912
21 wordCount:0.003309434
22 cleaning:0.00120502
22 serializing:0.322859
22 receiving:3.577099
22 wordCount:0.003324439
23 cleaning:0.001209127
23 serializing:0.327012
23 receiving:3.599985
23 wordCount:0.003344276
24 cleaning:0.001214024
24 serializing:0.331074
24 receiving:3.642837
24 wordCount:0.003369638
25 cleaning:0.001220761
25 serializing:0.335003
25 receiving:3.705344
25 wordCount:0.003443202
26 cleaning:0.001240624
26 serializing:0.340435
26 receiving:3.782912
26 wordCount:0.003528349
27 cleaning:0.001278743
27 serializing:0.345303
27 receiving:3.83187
27 wordCount:0.003557158
28 cleaning:0.001290927
28 serializing:0.351698
28 receiving:3.892769
28 wordCount:0.003610234
29 cleaning:0.001307225
29 serializing:0.358507
29 receiving:3.982502
29 wordCount:0.003731403
30 cleaning:0.001355903
30 serializing:0.363219
30 receiving:4.056878
30 wordCount:0.003789405
31 cleaning:0.001374032
31 serializing:0.36797
31 receiving:4.084482
31 wordCount:0.003807359
32 cleaning:0.00137959
32 serializing:0.372434
32 receiving:4.10689
32 wordCount:0.003824558
33 cleaning:0.001385007
33 serializing:0.376531
33 receiving:4.141926
33 wordCount:0.003850018
34 cleaning:0.001390727
34 serializing:0.381455
34 receiving:4.196402
34 wordCount:0.003902855
35 cleaning:0.001402091
35 serializing:0.386592
35 receiving:4.270568
35 wordCount:0.003991852
36 cleaning:0.001434446
36 serializing:0.391021
36 receiving:4.349604
36 wordCount:0.004072826
37 cleaning:0.001474113
37 serializing:0.395126
37 receiving:4.393128
37 wordCount:0.004105582
38 cleaning:0.001485682
38 serializing:0.400678
38 receiving:4.436055
38 wordCount:0.004134886
39 cleaning:0.001492801
39 serializing:0.406023
39 receiving:4.50286
39 wordCount:0.004192305
40 cleaning:0.001508257
40 serializing:0.412442
40 receiving:4.596737
40 wordCount:0.00429532
41 cleaning:0.001534443
41 serializing:0.418106
41 receiving:4.665735
41 wordCount:0.004377065
42 cleaning:0.001585475
42 serializing:0.42123
42 receiving:4.713822
42 wordCount:0.00441341
43 cleaning:0.001600505
43 serializing:0.423731
43 receiving:4.732852
43 wordCount:0.004428602
44 cleaning:0.001604838
44 serializing:0.426155
44 receiving:4.750153
44 wordCount:0.004438982
45 cleaning:0.001608697
45 serializing:0.428426
45 receiving:4.768157
45 wordCount:0.004450406
46 cleaning:0.001612179
46 serializing:0.430034
46 receiving:4.789631
46 wordCount:0.004462992
47 cleaning:0.001615741
47 serializing:0.431817
47 receiving:4.810518
47 wordCount:0.004477639
48 cleaning:0.001619219
48 serializing:0.434211
48 receiving:4.840306
48 wordCount:0.004503165
49 cleaning:0.001622778
49 serializing:0.436257
49 receiving:4.887259
49 wordCount:0.004553498
50 cleaning:0.001628071
50 serializing:0.43969
50 receiving:4.941843
50 wordCount:0.004619341
51 cleaning:0.001636247
51 serializing:0.443893
51 receiving:4.999611
51 wordCount:0.004672874
52 cleaning:0.001647153
52 serializing:0.449923
52 receiving:5.063349
52 wordCount:0.004747234
53 cleaning:0.001672218
53 serializing:0.455432
53 receiving:5.128157
53 wordCount:0.004801752
54 cleaning:0.00171218
54 serializing:0.460902
54 receiving:5.166095
54 wordCount:0.004839029
55 cleaning:0.001747655
55 serializing:0.464952
55 receiving:5.190024
55 wordCount:0.004859263
56 cleaning:0.001759208
56 serializing:0.468642
56 receiving:5.225382
56 wordCount:0.004888192
57 cleaning:0.001768846
57 serializing:0.473013
57 receiving:5.27494
57 wordCount:0.004935463
58 cleaning:0.001778744
58 serializing:0.4775
58 receiving:5.340933
58 wordCount:0.00500205
59 cleaning:0.001802354
59 serializing:0.482636
59 receiving:5.423707
59 wordCount:0.005091567
60 cleaning:0.001840964
60 serializing:0.490127
60 receiving:5.518076
60 wordCount:0.005183148
61 cleaning:0.001893859
61 serializing:0.502324
61 receiving:5.609589
61 wordCount:0.005272848
62 cleaning:0.001930304
62 serializing:0.51266
62 receiving:5.687968
62 wordCount:0.005326026
63 cleaning:0.001947282
63 serializing:0.520071
63 receiving:5.742909
63 wordCount:0.005358197
64 cleaning:0.001960387
64 serializing:0.525383
64 receiving:5.800299
64 wordCount:0.005434219
65 cleaning:0.001983113
65 serializing:0.532977
65 receiving:5.900796
65 wordCount:0.005520867
66 cleaning:0.0020211
66 serializing:0.546717
66 receiving:6.033905
66 wordCount:0.005658056
67 cleaning:0.002069675
67 serializing:0.56215
67 receiving:6.184908
67 wordCount:0.005803605
68 cleaning:0.002155417
68 serializing:0.57422
68 receiving:6.329416
68 wordCount:0.00593284
69 cleaning:0.002187998
69 serializing:0.584509
69 receiving:6.427377
69 wordCount:0.006006783
70 cleaning:0.002228434
70 serializing:0.597893
70 receiving:6.540956
70 wordCount:0.006155719
71 cleaning:0.002282211
71 serializing:0.613108
71 receiving:6.705444
71 wordCount:0.006310435
72 cleaning:0.002370133
72 serializing:0.625653
72 receiving:6.914634
72 wordCount:0.006512097
73 cleaning:0.002419479
73 serializing:0.637478
73 receiving:7.083476
73 wordCount:0.006655293
74 cleaning:0.002436966
74 serializing:0.645853
74 receiving:7.134085
74 wordCount:0.006693967
75 cleaning:0.002446373
75 serializing:0.650244
75 receiving:7.167652
75 wordCount:0.006709942
76 cleaning:0.002453291
76 serializing:0.654892
76 receiving:7.193246
76 wordCount:0.006730745
77 cleaning:0.002462285
77 serializing:0.659306
77 receiving:7.227514
77 wordCount:0.006766274
78 cleaning:0.002472496
78 serializing:0.66338
78 receiving:7.273798
78 wordCount:0.006800901
79 cleaning:0.002481479
79 serializing:0.668084
79 receiving:7.325127
79 wordCount:0.006861669
80 cleaning:0.002496254
80 serializing:0.672121
80 receiving:7.398271
80 wordCount:0.006931535
81 cleaning:0.002513683
81 serializing:0.67758
81 receiving:7.477091
81 wordCount:0.007019964
82 cleaning:0.002538244
82 serializing:0.683634
82 receiving:7.578876
82 wordCount:0.007111929
83 cleaning:0.002564317
83 serializing:0.692375
83 receiving:7.67261
83 wordCount:0.007197577
84 cleaning:0.002601006
84 serializing:0.702993
84 receiving:7.803572
84 wordCount:0.007301876
85 cleaning:0.002639658
85 serializing:0.714944
85 receiving:7.920499
85 wordCount:0.007428222
86 cleaning:0.002711705
86 serializing:0.730822
86 receiving:8.065734
86 wordCount:0.007592448
87 cleaning:0.002772408
87 serializing:0.750295
87 receiving:8.254859
87 wordCount:0.007767709
88 cleaning:0.002831734
88 serializing:0.774507
88 receiving:8.467102
88 wordCount:0.007958918
89 cleaning:0.002895
89 serializing:0.812215
89 receiving:8.616378
89 wordCount:0.008165524
90 cleaning:0.002964111
90 serializing:0.855372
90 receiving:8.798415
90 wordCount:0.008330703
91 cleaning:0.003035791
91 serializing:0.902266
91 receiving:8.987132
91 wordCount:0.008505337
92 cleaning:0.003115106
92 serializing:0.944865
92 receiving:9.214903
92 wordCount:0.008723553
93 cleaning:0.003230858
93 serializing:0.963913
93 receiving:9.558794
93 wordCount:0.009048775
94 cleaning:0.003400823
94 serializing:0.97968
94 receiving:9.95664
94 wordCount:0.009382755
95 cleaning:0.003590277
95 serializing:1.003506
95 receiving:10.457784
95 wordCount:0.009783861
96 cleaning:0.003734463
96 serializing:1.06936
96 receiving:10.808325
96 wordCount:0.010232316
97 cleaning:0.003828227
97 serializing:1.253171
97 receiving:11.139393
97 wordCount:0.010505488
98 cleaning:0.003924558
98 serializing:1.573295
98 receiving:12.009276
98 wordCount:0.011259343
99 cleaning:0.00408057
99 serializing:2.338125
99 receiving:13.585847
99 wordCount:0.012551216
100 cleaning:0.093792975
100 serializing:39.60494
100 receiving:130.73729
100 wordCount:0.1297991
Receiving times: 1.48960336E8 with average:5.112236
Serializing sum: 1.519035E7 with average:0.5213244
WordCount sum: 140784.11 with average:0.0048316326
Cleantime Sum: 51464.805 with average:0.0017662436
