Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

shutting down
19 receiving:1.70248
19 wordCount:0.001566435
20 cleaning:5.71411E-4
20 serializing:0.17522
20 receiving:1.70878
20 wordCount:0.001570821
21 cleaning:5.72488E-4
21 serializing:0.175852
21 receiving:1.716129
21 wordCount:0.001576827
22 cleaning:5.73777E-4
22 serializing:0.17646
22 receiving:1.722818
22 wordCount:0.001583604
23 cleaning:5.75579E-4
23 serializing:0.176972
23 receiving:1.730183
23 wordCount:0.001590875
24 cleaning:5.77627E-4
24 serializing:0.177535
24 receiving:1.736716
24 wordCount:0.00159895
25 cleaning:5.81332E-4
25 serializing:0.178343
25 receiving:1.743444
25 wordCount:0.001605703
26 cleaning:5.8518E-4
26 serializing:0.179006
26 receiving:1.749239
26 wordCount:0.001611012
27 cleaning:5.87663E-4
27 serializing:0.179561
27 receiving:1.754015
27 wordCount:0.001614615
28 cleaning:5.89026E-4
28 serializing:0.180155
28 receiving:1.758496
28 wordCount:0.00161848
29 cleaning:5.90253E-4
29 serializing:0.180892
29 receiving:1.763291
29 wordCount:0.001622106
30 cleaning:5.91345E-4
30 serializing:0.1816
30 receiving:1.769201
30 wordCount:0.001626994
31 cleaning:5.92345E-4
31 serializing:0.182358
31 receiving:1.775641
31 wordCount:0.001632454
32 cleaning:5.93109E-4
32 serializing:0.18303
32 receiving:1.782138
32 wordCount:0.001638218
33 cleaning:5.94009E-4
33 serializing:0.183899
33 receiving:1.789924
33 wordCount:0.001644427
34 cleaning:5.95234E-4
34 serializing:0.18476
34 receiving:1.798946
34 wordCount:0.001653194
35 cleaning:5.96881E-4
35 serializing:0.185792
35 receiving:1.808769
35 wordCount:0.001666118
36 cleaning:5.99928E-4
36 serializing:0.187058
36 receiving:1.822207
36 wordCount:0.001677889
37 cleaning:6.03434E-4
37 serializing:0.188419
37 receiving:1.831442
37 wordCount:0.001688487
38 cleaning:6.0868E-4
38 serializing:0.189849
38 receiving:1.847659
38 wordCount:0.001704819
39 cleaning:6.1284E-4
39 serializing:0.191658
39 receiving:1.868235
39 wordCount:0.001723816
40 cleaning:6.17272E-4
40 serializing:0.193576
40 receiving:1.882594
40 wordCount:0.001738668
41 cleaning:6.23794E-4
41 serializing:0.195784
41 receiving:1.897747
41 wordCount:0.001751846
42 cleaning:6.32907E-4
42 serializing:0.198039
42 receiving:1.916217
42 wordCount:0.001767191
43 cleaning:6.3772E-4
43 serializing:0.200699
43 receiving:1.933856
43 wordCount:0.00179011
44 cleaning:6.43781E-4
44 serializing:0.203925
44 receiving:1.958241
44 wordCount:0.001815052
45 cleaning:6.56224E-4
45 serializing:0.206863
45 receiving:1.984584
45 wordCount:0.001837211
46 cleaning:6.66965E-4
46 serializing:0.209351
46 receiving:2.012365
46 wordCount:0.001871991
47 cleaning:6.81092E-4
47 serializing:0.212071
47 receiving:2.033422
47 wordCount:0.001884019
48 cleaning:6.88887E-4
48 serializing:0.214432
48 receiving:2.055551
48 wordCount:0.001899013
49 cleaning:6.9314E-4
49 serializing:0.217837
49 receiving:2.079942
49 wordCount:0.001930407
50 cleaning:7.00446E-4
50 serializing:0.221439
50 receiving:2.112801
50 wordCount:0.001962432
51 cleaning:7.14488E-4
51 serializing:0.225394
51 receiving:2.144045
51 wordCount:0.001987111
52 cleaning:7.21371E-4
52 serializing:0.229929
52 receiving:2.175466
52 wordCount:0.002020542
53 cleaning:7.34406E-4
53 serializing:0.237114
53 receiving:2.227756
53 wordCount:0.002075725
54 cleaning:7.54123E-4
54 serializing:0.242483
54 receiving:2.267804
54 wordCount:0.002129223
55 cleaning:7.80282E-4
55 serializing:0.245391
55 receiving:2.310174
55 wordCount:0.002165537
56 cleaning:7.98729E-4
56 serializing:0.247344
56 receiving:2.348611
56 wordCount:0.002205614
57 cleaning:8.18863E-4
57 serializing:0.249184
57 receiving:2.389913
57 wordCount:0.002237547
58 cleaning:8.22199E-4
58 serializing:0.251002
58 receiving:2.417407
58 wordCount:0.002252183
59 cleaning:8.25195E-4
59 serializing:0.252859
59 receiving:2.435683
59 wordCount:0.002261708
60 cleaning:8.27922E-4
60 serializing:0.254481
60 receiving:2.447442
60 wordCount:0.002271991
61 cleaning:8.31443E-4
61 serializing:0.256753
61 receiving:2.460972
61 wordCount:0.002286033
62 cleaning:8.35392E-4
62 serializing:0.25886
62 receiving:2.477874
62 wordCount:0.002302078
63 cleaning:8.43034E-4
63 serializing:0.261517
63 receiving:2.499316
63 wordCount:0.002323425
64 cleaning:8.56731E-4
64 serializing:0.264573
64 receiving:2.529859
64 wordCount:0.002364895
65 cleaning:8.70868E-4
65 serializing:0.268319
65 receiving:2.562631
65 wordCount:0.00239768
66 cleaning:8.84811E-4
66 serializing:0.27314
66 receiving:2.596687
66 wordCount:0.002432716
67 cleaning:9.05533E-4
67 serializing:0.278428
67 receiving:2.63469
67 wordCount:0.00247393
68 cleaning:9.19343E-4
68 serializing:0.284152
68 receiving:2.696087
68 wordCount:0.002517153
69 cleaning:9.3596E-4
69 serializing:0.292436
69 receiving:2.752072
69 wordCount:0.002566743
70 cleaning:9.55619E-4
70 serializing:0.30025
70 receiving:2.841327
70 wordCount:0.002653167
71 cleaning:9.77794E-4
71 serializing:0.30837
71 receiving:2.926184
71 wordCount:0.002743645
72 cleaning:0.001016249
72 serializing:0.312495
72 receiving:3.003926
72 wordCount:0.002804953
73 cleaning:0.001028278
73 serializing:0.316273
73 receiving:3.033772
73 wordCount:0.002825412
74 cleaning:0.001033504
74 serializing:0.320496
74 receiving:3.063855
74 wordCount:0.00284881
75 cleaning:0.001039073
75 serializing:0.326625
75 receiving:3.113781
75 wordCount:0.002888954
76 cleaning:0.001052819
76 serializing:0.336821
76 receiving:3.194576
76 wordCount:0.002982488
77 cleaning:0.00108904
77 serializing:0.354092
77 receiving:3.341424
77 wordCount:0.003099279
78 cleaning:0.001165793
78 serializing:0.372849
78 receiving:3.485645
78 wordCount:0.003256625
79 cleaning:0.001231813
79 serializing:0.388439
79 receiving:3.64773
79 wordCount:0.003407617
80 cleaning:0.001279871
80 serializing:0.402792
80 receiving:3.758899
80 wordCount:0.003514936
81 cleaning:0.001339052
81 serializing:0.416875
81 receiving:3.908476
81 wordCount:0.003671113
82 cleaning:0.001370438
82 serializing:0.425994
82 receiving:4.035549
82 wordCount:0.003776014
83 cleaning:0.001380488
83 serializing:0.437821
83 receiving:4.080183
83 wordCount:0.003818803
84 cleaning:0.001395083
84 serializing:0.450776
84 receiving:4.1633
84 wordCount:0.003901444
85 cleaning:0.001448375
85 serializing:0.466229
85 receiving:4.380464
85 wordCount:0.004092841
86 cleaning:0.00153146
86 serializing:0.483045
86 receiving:4.603326
86 wordCount:0.004353691
87 cleaning:0.001661918
87 serializing:0.516015
87 receiving:4.864754
87 wordCount:0.004571977
88 cleaning:0.001765799
88 serializing:0.601299
88 receiving:5.483608
88 wordCount:0.005088091
89 cleaning:0.002066045
89 serializing:0.628807
89 receiving:6.009151
89 wordCount:0.005661203
90 cleaning:0.002090081
90 serializing:0.636793
90 receiving:6.064476
90 wordCount:0.005701703
91 cleaning:0.002100836
91 serializing:0.644517
91 receiving:6.126036
91 wordCount:0.005742083
92 cleaning:0.002114979
92 serializing:0.653092
92 receiving:6.188947
92 wordCount:0.005806909
93 cleaning:0.002139226
93 serializing:0.667844
93 receiving:6.371583
93 wordCount:0.005955209
94 cleaning:0.002181681
94 serializing:0.707771
94 receiving:6.631896
94 wordCount:0.006214089
95 cleaning:0.002290312
95 serializing:0.808832
95 receiving:7.051099
95 wordCount:0.006630176
96 cleaning:0.002495178
96 serializing:0.937556
96 receiving:7.374469
96 wordCount:0.006939979
97 cleaning:0.002759649
97 serializing:0.989089
97 receiving:8.425462
97 wordCount:0.0078568
98 cleaning:0.003223398
98 serializing:1.220039
98 receiving:9.369255
98 wordCount:0.008884055
99 cleaning:0.003459175
99 serializing:2.479311
99 receiving:11.575878
99 wordCount:0.010746287
100 cleaning:0.097182445
100 serializing:29.041779
100 receiving:105.58389
100 wordCount:0.104910135
Receiving times: 7.4155824E7 with average:2.831672
Serializing sum: 8476427.0 with average:0.323676
WordCount sum: 68549.914 with average:0.0026176078
Cleantime Sum: 25747.713 with average:9.831875E-4
