Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

shutting down
19 receiving:2.577847
19 wordCount:0.002377638
20 cleaning:7.76133E-4
20 serializing:0.3524
20 receiving:2.594366
20 wordCount:0.002393532
21 cleaning:7.78583E-4
21 serializing:0.355066
21 receiving:2.614532
21 wordCount:0.002407986
22 cleaning:7.80876E-4
22 serializing:0.358311
22 receiving:2.634759
22 wordCount:0.002424559
23 cleaning:7.84244E-4
23 serializing:0.361134
23 receiving:2.65271
23 wordCount:0.002442867
24 cleaning:7.87911E-4
24 serializing:0.363978
24 receiving:2.673408
24 wordCount:0.00245875
25 cleaning:7.90685E-4
25 serializing:0.367794
25 receiving:2.699618
25 wordCount:0.002479277
26 cleaning:7.94606E-4
26 serializing:0.372338
26 receiving:2.722815
26 wordCount:0.002505982
27 cleaning:8.00681E-4
27 serializing:0.376865
27 receiving:2.75259
27 wordCount:0.002538906
28 cleaning:8.11692E-4
28 serializing:0.382854
28 receiving:2.800717
28 wordCount:0.002583375
29 cleaning:8.29931E-4
29 serializing:0.392325
29 receiving:2.865838
29 wordCount:0.002654482
30 cleaning:8.70773E-4
30 serializing:0.406061
30 receiving:3.003446
30 wordCount:0.002757892
31 cleaning:9.26488E-4
31 serializing:0.419923
31 receiving:3.115262
31 wordCount:0.002872568
32 cleaning:9.42817E-4
32 serializing:0.432961
32 receiving:3.214584
32 wordCount:0.002966459
33 cleaning:9.74048E-4
33 serializing:0.452901
33 receiving:3.359276
33 wordCount:0.003105483
34 cleaning:0.001033496
34 serializing:0.472476
34 receiving:3.483411
34 wordCount:0.003217326
35 cleaning:0.001047766
35 serializing:0.48557
35 receiving:3.558076
35 wordCount:0.003296734
36 cleaning:0.001065587
36 serializing:0.498058
36 receiving:3.645375
36 wordCount:0.003372459
37 cleaning:0.001103888
37 serializing:0.510026
37 receiving:3.758152
37 wordCount:0.003464463
38 cleaning:0.001151469
38 serializing:0.516643
38 receiving:3.829804
38 wordCount:0.003564114
39 cleaning:0.00115628
39 serializing:0.520917
39 receiving:3.869646
39 wordCount:0.003589553
40 cleaning:0.001158456
40 serializing:0.52494
40 receiving:3.8915
40 wordCount:0.003602687
41 cleaning:0.001160118
41 serializing:0.52791
41 receiving:3.90435
41 wordCount:0.003611875
42 cleaning:0.001161484
42 serializing:0.529964
42 receiving:3.91352
42 wordCount:0.003618977
43 cleaning:0.001162949
43 serializing:0.53187
43 receiving:3.922729
43 wordCount:0.003626014
44 cleaning:0.001164139
44 serializing:0.533765
44 receiving:3.932085
44 wordCount:0.003632821
45 cleaning:0.001165064
45 serializing:0.536029
45 receiving:3.94134
45 wordCount:0.003640249
46 cleaning:0.001166051
46 serializing:0.537782
46 receiving:3.949361
46 wordCount:0.003648921
47 cleaning:0.001166922
47 serializing:0.539732
47 receiving:3.956832
47 wordCount:0.00365622
48 cleaning:0.001167941
48 serializing:0.541496
48 receiving:3.964603
48 wordCount:0.003662315
49 cleaning:0.001168966
49 serializing:0.543281
49 receiving:3.970961
49 wordCount:0.00366912
50 cleaning:0.001170066
50 serializing:0.544853
50 receiving:3.978106
50 wordCount:0.003677841
51 cleaning:0.001171279
51 serializing:0.546549
51 receiving:3.986699
51 wordCount:0.003683803
52 cleaning:0.001172606
52 serializing:0.548115
52 receiving:3.993728
52 wordCount:0.003690179
53 cleaning:0.001173598
53 serializing:0.550304
53 receiving:4.003993
53 wordCount:0.003698209
54 cleaning:0.001174997
54 serializing:0.551575
54 receiving:4.012845
54 wordCount:0.003704743
55 cleaning:0.001176428
55 serializing:0.553031
55 receiving:4.020167
55 wordCount:0.003710704
56 cleaning:0.001178016
56 serializing:0.554629
56 receiving:4.027885
56 wordCount:0.003718807
57 cleaning:0.001179497
57 serializing:0.555813
57 receiving:4.03652
57 wordCount:0.003726414
58 cleaning:0.001180956
58 serializing:0.55724
58 receiving:4.043069
58 wordCount:0.003734504
59 cleaning:0.001182287
59 serializing:0.558572
59 receiving:4.051918
59 wordCount:0.003741943
60 cleaning:0.001183644
60 serializing:0.560446
60 receiving:4.06116
60 wordCount:0.003749309
61 cleaning:0.001184823
61 serializing:0.562047
61 receiving:4.071804
61 wordCount:0.00375841
62 cleaning:0.00118608
62 serializing:0.56377
62 receiving:4.080068
62 wordCount:0.003767704
63 cleaning:0.001187494
63 serializing:0.565463
63 receiving:4.088678
63 wordCount:0.00377627
64 cleaning:0.001188788
64 serializing:0.567385
64 receiving:4.099544
64 wordCount:0.003785559
65 cleaning:0.001189983
65 serializing:0.569179
65 receiving:4.110577
65 wordCount:0.003794672
66 cleaning:0.001191171
66 serializing:0.571195
66 receiving:4.119155
66 wordCount:0.003807224
67 cleaning:0.001192876
67 serializing:0.573451
67 receiving:4.130737
67 wordCount:0.003816976
68 cleaning:0.001194814
68 serializing:0.575844
68 receiving:4.141612
68 wordCount:0.003828878
69 cleaning:0.001196863
69 serializing:0.578158
69 receiving:4.158174
69 wordCount:0.003839839
70 cleaning:0.001199079
70 serializing:0.580362
70 receiving:4.172003
70 wordCount:0.003853541
71 cleaning:0.001201319
71 serializing:0.582855
71 receiving:4.187238
71 wordCount:0.00386725
72 cleaning:0.001204372
72 serializing:0.585697
72 receiving:4.206373
72 wordCount:0.003885134
73 cleaning:0.00120719
73 serializing:0.588823
73 receiving:4.223382
73 wordCount:0.003906421
74 cleaning:0.001210997
74 serializing:0.591629
74 receiving:4.246186
74 wordCount:0.003929319
75 cleaning:0.001215215
75 serializing:0.595563
75 receiving:4.269224
75 wordCount:0.003953693
76 cleaning:0.001220344
76 serializing:0.599138
76 receiving:4.295821
76 wordCount:0.003979339
77 cleaning:0.001226401
77 serializing:0.6033
77 receiving:4.329002
77 wordCount:0.004010273
78 cleaning:0.001232387
78 serializing:0.608242
78 receiving:4.362344
78 wordCount:0.004045939
79 cleaning:0.001241055
79 serializing:0.614553
79 receiving:4.399788
79 wordCount:0.004080024
80 cleaning:0.001252192
80 serializing:0.622434
80 receiving:4.457903
80 wordCount:0.004122459
81 cleaning:0.001266178
81 serializing:0.63223
81 receiving:4.515696
81 wordCount:0.004188342
82 cleaning:0.00128413
82 serializing:0.645767
82 receiving:4.582876
82 wordCount:0.004270761
83 cleaning:0.001310607
83 serializing:0.65923
83 receiving:4.674365
83 wordCount:0.004346691
84 cleaning:0.001351303
84 serializing:0.673608
84 receiving:4.772978
84 wordCount:0.004453584
85 cleaning:0.001419162
85 serializing:0.69535
85 receiving:4.925174
85 wordCount:0.004586385
86 cleaning:0.001466283
86 serializing:0.713748
86 receiving:5.080851
86 wordCount:0.004758877
87 cleaning:0.001519768
87 serializing:0.730933
87 receiving:5.255988
87 wordCount:0.004888514
88 cleaning:0.001608709
88 serializing:0.748008
88 receiving:5.42692
88 wordCount:0.005064922
89 cleaning:0.00169889
89 serializing:0.760547
89 receiving:5.57706
89 wordCount:0.005226504
90 cleaning:0.001761111
90 serializing:0.771326
90 receiving:5.676521
90 wordCount:0.005360502
91 cleaning:0.001792582
91 serializing:0.781761
91 receiving:5.72212
91 wordCount:0.005427404
92 cleaning:0.001812284
92 serializing:0.791814
92 receiving:5.761479
92 wordCount:0.005470207
93 cleaning:0.001829914
93 serializing:0.800412
93 receiving:5.809336
93 wordCount:0.005506673
94 cleaning:0.001847038
94 serializing:0.807883
94 receiving:5.855306
94 wordCount:0.005555549
95 cleaning:0.001856665
95 serializing:0.816255
95 receiving:5.921782
95 wordCount:0.005599995
96 cleaning:0.001869275
96 serializing:0.824636
96 receiving:6.003687
96 wordCount:0.005670297
97 cleaning:0.001881978
97 serializing:0.841539
97 receiving:6.152226
97 wordCount:0.005771043
98 cleaning:0.001904023
98 serializing:0.896581
98 receiving:7.087254
98 wordCount:0.00645326
99 cleaning:0.00199577
99 serializing:1.435208
99 receiving:9.489778
99 wordCount:0.009085036
100 cleaning:0.03709082
100 serializing:34.17877
100 receiving:112.98284
100 wordCount:0.1078258
Receiving times: 6.134824E7 with average:3.8266118
Serializing sum: 9089768.0 with average:0.56697655
WordCount sum: 57802.36 with average:0.0036054365
Cleantime Sum: 18243.75 with average:0.0011379585
