Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

Connection Accepted: /127.0.0.1:3000

shutting down
19 receiving:1.510791
19 wordCount:0.001392595
20 cleaning:4.94433E-4
20 serializing:0.166884
20 receiving:1.52378
20 wordCount:0.001405018
21 cleaning:4.99861E-4
21 serializing:0.168227
21 receiving:1.536669
21 wordCount:0.001415658
22 cleaning:5.05056E-4
22 serializing:0.170088
22 receiving:1.550899
22 wordCount:0.001433148
23 cleaning:5.08902E-4
23 serializing:0.172094
23 receiving:1.568443
23 wordCount:0.00145165
24 cleaning:5.13509E-4
24 serializing:0.174122
24 receiving:1.582103
24 wordCount:0.001463921
25 cleaning:5.18424E-4
25 serializing:0.176266
25 receiving:1.600911
25 wordCount:0.001480685
26 cleaning:5.24834E-4
26 serializing:0.178471
26 receiving:1.616466
26 wordCount:0.001497701
27 cleaning:5.29784E-4
27 serializing:0.180679
27 receiving:1.635398
27 wordCount:0.001519025
28 cleaning:5.34724E-4
28 serializing:0.182725
28 receiving:1.656606
28 wordCount:0.001538432
29 cleaning:5.40898E-4
29 serializing:0.184554
29 receiving:1.675633
29 wordCount:0.001558151
30 cleaning:5.46969E-4
30 serializing:0.187842
30 receiving:1.693388
30 wordCount:0.001576907
31 cleaning:5.5192E-4
31 serializing:0.190048
31 receiving:1.709498
31 wordCount:0.00159541
32 cleaning:5.58E-4
32 serializing:0.192392
32 receiving:1.728622
32 wordCount:0.001612405
33 cleaning:5.65132E-4
33 serializing:0.194407
33 receiving:1.748635
33 wordCount:0.001630388
34 cleaning:5.71575E-4
34 serializing:0.196422
34 receiving:1.767086
34 wordCount:0.001647857
35 cleaning:5.79498E-4
35 serializing:0.198195
35 receiving:1.786764
35 wordCount:0.001661729
36 cleaning:5.88843E-4
36 serializing:0.199826
36 receiving:1.805063
36 wordCount:0.001676632
37 cleaning:5.94063E-4
37 serializing:0.201407
37 receiving:1.819615
37 wordCount:0.001696067
38 cleaning:5.98542E-4
38 serializing:0.203484
38 receiving:1.837618
38 wordCount:0.001715225
39 cleaning:6.02322E-4
39 serializing:0.206023
39 receiving:1.862464
39 wordCount:0.001739185
40 cleaning:6.07141E-4
40 serializing:0.208806
40 receiving:1.886005
40 wordCount:0.001765013
41 cleaning:6.13878E-4
41 serializing:0.21218
41 receiving:1.909241
41 wordCount:0.001788747
42 cleaning:6.2508E-4
42 serializing:0.216471
42 receiving:1.932682
42 wordCount:0.001816456
43 cleaning:6.36771E-4
43 serializing:0.220583
43 receiving:1.956254
43 wordCount:0.001844052
44 cleaning:6.49426E-4
44 serializing:0.22293
44 receiving:1.985728
44 wordCount:0.001865738
45 cleaning:6.66233E-4
45 serializing:0.224744
45 receiving:2.017938
45 wordCount:0.001884371
46 cleaning:6.76905E-4
46 serializing:0.226505
46 receiving:2.037147
46 wordCount:0.001898379
47 cleaning:6.81542E-4
47 serializing:0.228247
47 receiving:2.053822
47 wordCount:0.001916072
48 cleaning:6.8447E-4
48 serializing:0.229688
48 receiving:2.068555
48 wordCount:0.001927355
49 cleaning:6.87563E-4
49 serializing:0.2307
49 receiving:2.08104
49 wordCount:0.001939314
50 cleaning:6.9097E-4
50 serializing:0.231875
50 receiving:2.093855
50 wordCount:0.001952208
51 cleaning:6.94209E-4
51 serializing:0.23317
51 receiving:2.108501
51 wordCount:0.001964716
52 cleaning:6.9746E-4
52 serializing:0.234414
52 receiving:2.121814
52 wordCount:0.001976325
53 cleaning:7.01932E-4
53 serializing:0.235544
53 receiving:2.134537
53 wordCount:0.001988753
54 cleaning:7.07391E-4
54 serializing:0.236828
54 receiving:2.148618
54 wordCount:0.001998705
55 cleaning:7.12513E-4
55 serializing:0.23802
55 receiving:2.164061
55 wordCount:0.002016764
56 cleaning:7.16996E-4
56 serializing:0.239396
56 receiving:2.176694
56 wordCount:0.00202709
57 cleaning:7.20567E-4
57 serializing:0.240655
57 receiving:2.194558
57 wordCount:0.002039996
58 cleaning:7.23422E-4
58 serializing:0.242347
58 receiving:2.2123
58 wordCount:0.002057303
59 cleaning:7.26862E-4
59 serializing:0.244378
59 receiving:2.227192
59 wordCount:0.002073708
60 cleaning:7.31167E-4
60 serializing:0.246284
60 receiving:2.241315
60 wordCount:0.002087294
61 cleaning:7.34891E-4
61 serializing:0.248372
61 receiving:2.255877
61 wordCount:0.002103587
62 cleaning:7.39797E-4
62 serializing:0.250876
62 receiving:2.2763
62 wordCount:0.002121493
63 cleaning:7.47917E-4
63 serializing:0.253823
63 receiving:2.295749
63 wordCount:0.002144204
64 cleaning:7.56847E-4
64 serializing:0.257367
64 receiving:2.316834
64 wordCount:0.002163395
65 cleaning:7.67967E-4
65 serializing:0.261893
65 receiving:2.343172
65 wordCount:0.002186444
66 cleaning:7.7893E-4
66 serializing:0.267367
66 receiving:2.371359
66 wordCount:0.002212796
67 cleaning:7.88443E-4
67 serializing:0.271027
67 receiving:2.392495
67 wordCount:0.002241133
68 cleaning:8.03389E-4
68 serializing:0.2756
68 receiving:2.425512
68 wordCount:0.002269788
69 cleaning:8.15686E-4
69 serializing:0.281603
69 receiving:2.453934
69 wordCount:0.002300769
70 cleaning:8.2451E-4
70 serializing:0.288644
70 receiving:2.49441
70 wordCount:0.002333806
71 cleaning:8.35767E-4
71 serializing:0.29414
71 receiving:2.533371
71 wordCount:0.002373531
72 cleaning:8.45905E-4
72 serializing:0.300253
72 receiving:2.582765
72 wordCount:0.002412776
73 cleaning:8.58471E-4
73 serializing:0.308757
73 receiving:2.630133
73 wordCount:0.002465122
74 cleaning:8.69466E-4
74 serializing:0.316176
74 receiving:2.690416
74 wordCount:0.002513053
75 cleaning:8.83013E-4
75 serializing:0.32585
75 receiving:2.74022
75 wordCount:0.002560903
76 cleaning:8.99913E-4
76 serializing:0.333469
76 receiving:2.789814
76 wordCount:0.002612496
77 cleaning:9.17658E-4
77 serializing:0.339793
77 receiving:2.845344
77 wordCount:0.00266489
78 cleaning:9.33552E-4
78 serializing:0.345414
78 receiving:2.896463
78 wordCount:0.0027058
79 cleaning:9.61244E-4
79 serializing:0.350261
79 receiving:2.967861
79 wordCount:0.002768874
80 cleaning:0.001002431
80 serializing:0.356262
80 receiving:3.02839
80 wordCount:0.002839292
81 cleaning:0.001040897
81 serializing:0.363265
81 receiving:3.08433
81 wordCount:0.002896203
82 cleaning:0.001064235
82 serializing:0.371476
82 receiving:3.151456
82 wordCount:0.002953316
83 cleaning:0.001088433
83 serializing:0.378538
83 receiving:3.237453
83 wordCount:0.003030621
84 cleaning:0.001111374
84 serializing:0.385202
84 receiving:3.349917
84 wordCount:0.003124981
85 cleaning:0.001133552
85 serializing:0.392427
85 receiving:3.422192
85 wordCount:0.003180751
86 cleaning:0.001147784
86 serializing:0.399926
86 receiving:3.493986
86 wordCount:0.003241755
87 cleaning:0.001158375
87 serializing:0.414148
87 receiving:3.578501
87 wordCount:0.003314199
88 cleaning:0.001169953
88 serializing:0.432121
88 receiving:3.692787
88 wordCount:0.003423029
89 cleaning:0.001197419
89 serializing:0.464403
89 receiving:3.808112
89 wordCount:0.003568456
90 cleaning:0.001300415
90 serializing:0.517905
90 receiving:4.010633
90 wordCount:0.00376971
91 cleaning:0.001399518
91 serializing:0.56162
91 receiving:4.2856
91 wordCount:0.004032426
92 cleaning:0.001559821
92 serializing:0.586877
92 receiving:4.633611
92 wordCount:0.00437015
93 cleaning:0.001721198
93 serializing:0.612059
93 receiving:4.952894
93 wordCount:0.00468838
94 cleaning:0.001765857
94 serializing:0.691393
94 receiving:5.282412
94 wordCount:0.004947434
95 cleaning:0.001836847
95 serializing:0.790167
95 receiving:5.747234
95 wordCount:0.005351785
96 cleaning:0.002110782
96 serializing:0.867249
96 receiving:6.430997
96 wordCount:0.005947688
97 cleaning:0.002468846
97 serializing:0.916901
97 receiving:7.233687
97 wordCount:0.006765005
98 cleaning:0.002669333
98 serializing:1.437301
98 receiving:8.071001
98 wordCount:0.007554398
99 cleaning:0.002825782
99 serializing:2.136974
99 receiving:9.655929
99 wordCount:0.008929735
100 cleaning:0.07503798
100 serializing:42.67059
100 receiving:103.13329
100 wordCount:0.09173615
Receiving times: 6.1669292E7 with average:2.6542692
Serializing sum: 7335508.5 with average:0.315723
WordCount sum: 56305.39 with average:0.002423405
Cleantime Sum: 19457.932 with average:8.3747663E-4
